partType,name,image,url,sizeType,storageType,brand,socket,speed,coreCount,threadCount,power,VRAM,resolution,size,space,productId,precio_ficticio,price_category
storage,"Toshiba MK1002TSKB 1 TB 3.5"" 7200 RPM Internal Hard Drive (MK1002TSKB)",https://images-na.ssl-images-amazon.com/images/I/51N0M22lrDL.jpg,https://pcpartpicker.com/product/q8V48d/toshiba-internal-hard-drive-mk1002tskb,,HDD,,,,,,,,,,1000.0,13512,126.20292694892488,barato
psu,Cooler Master MWE Gold 1250 - V2 1250 W 80+ Gold Certified Fully Modular ATX Power Supply (MPE-C501-AFCAG-US),https://cdna.pcpartpicker.com/static/forever/images/product/8bdff63a1c1e08ebf40188b40cf087e0.256p.jpg,https://pcpartpicker.com/product/7T8bt6/cooler-master-mwe-gold-1250-v2-1250-w-80-gold-certified-fully-modular-atx-power-supply-mpe-c501-afcag-us,ATX,,,,,,,1250.0,,,,,11772,168.0350767528482,caro
storage,MSI SPATIUM M480 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (SM480N2TB),https://cdna.pcpartpicker.com/static/forever/images/product/65191cc3ee3e960ec9f353a76ee20235.256p.jpg,https://pcpartpicker.com/product/Zjstt6/msi-spatium-m480-2-tb-m2-2280-nvme-solid-state-drive-sm480n2tb,,NVME,,,,,,,,,,2000.0,12500,420.2529410272484,caro
motherboard,ASRock Z790 LiveMixer ATX LGA1700 Motherboard (Z790 LiveMixer),https://cdna.pcpartpicker.com/static/forever/images/product/f721f4424e3895646ab0d4a4df6eac02.256p.jpg,https://pcpartpicker.com/product/6Ynypg/asrock-z790-livemixer-atx-lga1700-motherboard-z790-livemixer,ATX,,Intel,LGA 1700,,,,,,,,,8340,118.58317161623518,barato
memory,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6400 CL40 Memory (FF3D532G6400HC40BDC01),https://cdna.pcpartpicker.com/static/forever/images/product/2a6230432e71685f1d9e45b170d0e3c5.256p.jpg,https://pcpartpicker.com/product/TT92FT/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6400-cl40-memory-ff3d532g6400hc40bdc01,,DDR5,,,,,,,,,32.0,,6663,44.078055410944785,barato
storage,"SanDisk X210 250 GB 2.5"" Solid State Drive (SD6SB2M-256G-1022I)",https://images-na.ssl-images-amazon.com/images/I/419zM6PJUzL.jpg,https://pcpartpicker.com/product/wmYXsY/sandisk-internal-hard-drive-sd6sb2m256g1022i,,SATA,,,,,,,,,,250.0,12796,102.27548574386836,barato
motherboard,ASRock 870 Extreme3 ATX AM3 Motherboard (870 EXTREME3),https://images-na.ssl-images-amazon.com/images/I/61Q5B2d%2BZmL.jpg,https://pcpartpicker.com/product/Mbg323/asrock-motherboard-870extreme3,ATX,,AMD,AM3,,,,,,,,,8712,74.08207978770776,barato
psu,Rosewill PHOTON-850 850 W 80+ Gold Certified Fully Modular ATX Power Supply (PHOTON-850),https://m.media-amazon.com/images/I/51bkZlf59SL.jpg,https://pcpartpicker.com/product/KG38TW/rosewill-power-supply-photon850,ATX,,,,,,,850.0,,,,,11246,177.23960758049085,caro
gpu,MSI GAMING X TRIO Radeon RX 6950 XT 16 GB Video Card (Radeon RX 6950 XT GAMING X TRIO 16G),https://m.media-amazon.com/images/I/41Z16iQU+bL.jpg,https://pcpartpicker.com/product/zgfnTW/msi-radeon-rx-6950-xt-16-gb-gaming-x-trio-video-card-radeon-rx-6950-xt-gaming-x-trio-16g,,,AMD,,,,,350.0,16.0,4K,,,5361,353.715310644164,intermedio
gpu,Gigabyte GAMING OC Radeon RX 6750 XT 12 GB Video Card (GV-R675XTGAMING OC-12GD),https://cdna.pcpartpicker.com/static/forever/images/product/ebaaf34dfbc4c3f46253b5cb7d5cf84b.256p.jpg,https://pcpartpicker.com/product/RbYmP6/gigabyte-radeon-rx-6750-xt-12-gb-gaming-oc-video-card-gv-r675xtgaming-oc-12gd,,,AMD,,,,,300.0,12.0,1440p,,,5252,319.02998267350944,intermedio
gpu,EVGA ACX 2.0 GeForce GTX 1050 Ti 4 GB Video Card (04G-P4-6251-KR),https://m.media-amazon.com/images/I/51B6xthK5mL.jpg,https://pcpartpicker.com/product/wrmxFT/evga-geforce-gtx-1050-ti-4gb-acx-20-video-card-04g-p4-6251-kr,,,NVIDIA,,,,,75.0,2.0,1080p,,,2932,294.9827862517191,barato
psu,be quiet! PURE POWER 9 CM 600 W 80+ Silver Certified Semi-modular ATX Power Supply (BN268),https://m.media-amazon.com/images/I/41vsUswn+VL.jpg,https://pcpartpicker.com/product/hZ2rxr/be-quiet-pure-power-9-cm-600w-80-silver-certified-semi-modular-atx-power-supply-bn268,ATX,,,,,,,600.0,,,,,10291,77.21165350187601,barato
motherboard,Gigabyte GA-H110M-H Micro ATX LGA1151 Motherboard (GA-H110M-H),https://m.media-amazon.com/images/I/61yW9KiFF1L.jpg,https://pcpartpicker.com/product/xmrcCJ/gigabyte-motherboard-gah110mh,ATX,,Intel,LGA 1151,,,,,,,,,7261,50.65322661676062,barato
storage,"Samsung Spinpoint M8 250 GB 2.5"" 5400 RPM Internal Hard Drive (HN-M250MBB)",https://images-na.ssl-images-amazon.com/images/I/31L%2Bb1ODKyL.jpg,https://pcpartpicker.com/product/Qcw323/samsung-internal-hard-drive-hnm250mbb,,HDD,,,,,,,,,,250.0,13228,52.7024438309928,barato
memory,Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (CML8GX3M2A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/2251be48912f5fabd564bd18d392bdee.256p.jpg,https://pcpartpicker.com/product/vtDwrH/corsair-memory-cml8gx3m2a1600c9,,DDR3,,,,,,,,,8.0,,5480,61.28605519148945,barato
memory,Crucial CT2K16G56C46S5 32 GB (2 x 16 GB) DDR5-5600 SODIMM CL46 Memory (CT2K16G56C46S5),https://cdna.pcpartpicker.com/static/forever/images/product/6e6667bb20a2dbda26b2ab8b54d952d3.256p.jpg,https://pcpartpicker.com/product/Yj26Mp/crucial-ct2k16g56c46s5-32-gb-2-x-16-gb-ddr5-5600-sodimm-cl46-memory-ct2k16g56c46s5,,DDR5,,,,,,,,,32.0,,6839,52.00274503531219,barato
memory,G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-5600 CL30 Memory (F5-5600J3036D16GX2-RS5W),https://cdna.pcpartpicker.com/static/forever/images/product/7902c604d247c014506e242bfab61c55.256p.jpg,https://pcpartpicker.com/product/XTgFf7/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5600-cl30-memory-f5-5600j3036d16gx2-rs5w,,DDR5,,,,,,,,,32.0,,6886,42.42041350336805,barato
gpu,Gigabyte Vision OC GeForce RTX 3060 12GB 12 GB Video Card (GV-N3060VISIONOC12GD),https://cdna.pcpartpicker.com/static/forever/images/product/b9aa85934b64bc7a07f1d4557ec25cac.256p.jpg,https://pcpartpicker.com/product/HpbTwP/gigabyte-vision-oc-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060visionoc12gd,,,NVIDIA,,,,,170.0,12.0,1080p,,,4005,638.8865304763891,caro
memory,Corsair Vengeance 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (CML16GX3M4A1600C9),https://cdna.pcpartpicker.com/static/forever/images/product/4ae9fe737298d1d70d624ea70bd5049d.256p.jpg,https://pcpartpicker.com/product/BnR48d/corsair-memory-cml16gx3m4a1600c9,,DDR3,,,,,,,,,16.0,,5464,46.21945631558548,barato
psu,SeaSonic SSP-550RT 550 W 80+ Gold Certified ATX Power Supply (SSP-550RT),https://cdna.pcpartpicker.com/static/forever/images/product/1d48c1034e8afb78f77bf22025bf26ee.med.256p.jpg,https://pcpartpicker.com/product/D2XfrH/seasonic-power-supply-ssp550rt,ATX,,,,,,,550.0,,,,,10167,190.2813639119858,caro
gpu,Gigabyte AORUS GeForce GTX 1070 Ti 8 GB Video Card (GV-N107TAORUS-8GD),https://cdna.pcpartpicker.com/static/forever/images/product/d4c6be44afbd77429939d40aa9e874da.256p.jpg,https://pcpartpicker.com/product/ysprxr/gigabyte-geforce-gtx-1070-ti-8gb-aorus-video-card-gv-n107taorus-8gd,,,NVIDIA,,,,,150.0,8.0,1080p,,,3353,202.590089879378,barato
motherboard,Asus TUF GAMING A520M-PLUS WIFI Micro ATX AM4 Motherboard (TUF GAMING A520M-PLUS WIFI),https://cdna.pcpartpicker.com/static/forever/images/product/e17b78b80ad50c2c96668bb12c1f190e.256p.jpg,https://pcpartpicker.com/product/T6YmP6/asus-tuf-gaming-a520m-plus-wifi-micro-atx-am4-motherboard-tuf-gaming-a520m-plus-wifi,ATX,,AMD,AM4,,,,,,,,,8973,141.5592355277333,barato
gpu,Gigabyte GAMING OC Rev 2.0 GeForce RTX 3060 12GB 12 GB Video Card (GV-N3060GAMING OC-12GD (rev. 2.0)),https://m.media-amazon.com/images/I/41NBjuR89fL.jpg,https://pcpartpicker.com/product/GzgFf7/gigabyte-gaming-oc-rev-20-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060gaming-oc-12gd-rev-20,,,NVIDIA,,,,,170.0,12.0,1080p,,,3997,642.6293789014142,caro
memory,Patriot Signature 8 GB (1 x 8 GB) DDR3-1333 CL9 Memory (PSD38G13332),https://m.media-amazon.com/images/I/41OAEsM3P6L.jpg,https://pcpartpicker.com/product/W2vRsY/patriot-memory-psd38g13332,,DDR3,,,,,,,,,8.0,,5634,48.5125442602665,barato
motherboard,Biostar B760MX-E Micro ATX LGA1700 Motherboard (B760MX-E),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/7FTZxr/biostar-b760mx-e-micro-atx-lga1700-motherboard-b760mx-e,ATX,,Intel,LGA 1700,,,,,,,,,8576,74.02040243912026,barato
memory,G.Skill Ripjaws Z 32 GB (4 x 8 GB) DDR3-2400 CL11 Memory (F3-2400C11Q-32GZM),https://m.media-amazon.com/images/I/41pVduk+xwL.jpg,https://pcpartpicker.com/product/PMLypg/gskill-memory-f32400c11q32gzm,,DDR3,,,,,,,,,32.0,,5461,61.88065397109709,barato
psu,Gigabyte AORUS P1200W 1200 W 80+ Platinum Certified Fully Modular ATX Power Supply (GP-AP1200PM),https://cdna.pcpartpicker.com/static/forever/images/product/e47ce04db6298c9d5277ee6041de2c3b.256p.jpg,https://pcpartpicker.com/product/K2wypg/gigabyte-aorus-p-pm-1200-w-80-platinum-certified-fully-modular-atx-power-supply-gp-ap1200pm,ATX,,,,,,,1200.0,,,,,11687,358.91118499538607,muy caro
motherboard,Asus ROG STRIX Z790-H GAMING WIFI ATX LGA1700 Motherboard (ROG STRIX Z790-H GAMING WIFI),https://cdna.pcpartpicker.com/static/forever/images/product/6612a5f3f9129c69313ef18ef003d6ff.256p.jpg,https://pcpartpicker.com/product/8ybTwP/asus-rog-strix-z790-h-gaming-wifi-atx-lga1700-motherboard-rog-strix-z790-h-gaming-wifi,ATX,,Intel,LGA 1700,,,,,,,,,8201,91.88301054014408,barato
psu,KOLINK Classic Power 500 W 80+ Bronze Certified ATX Power Supply (KL-500v2),https://cdna.pcpartpicker.com/static/forever/images/product/dcea1d8cfc107ebdf7e6b7fb127f79ce.256p.jpg,https://pcpartpicker.com/product/9FrYcf/kolink-classic-power-500-w-80-bronze-certified-atx-power-supply-kl-500v2,ATX,,,,,,,500.0,,,,,9818,99.94946195845748,barato
memory,Crucial CT2K8G4DFRA32A 16 GB (2 x 8 GB) DDR4-3200 CL22 Memory (CT2K8G4DFRA32A),https://cdna.pcpartpicker.com/static/forever/images/product/06c2821b511af7881d5766ee7c640e5f.256p.jpg,https://pcpartpicker.com/product/qVjNnQ/crucial-ct2k8g4dfra32a-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-ct2k8g4dfra32a,,DDR4,,,,,,,,,16.0,,6000,47.06482248864139,barato
memory,Lexar Ares RGB 16 GB (2 x 8 GB) DDR4-4000 CL18 Memory (LD4EU008G-R4000GDWA),https://m.media-amazon.com/images/I/31ILUgsPGHL.jpg,https://pcpartpicker.com/product/DNt9TW/lexar-ares-rgb-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-ld4eu008g-r4000gdwa,,DDR4,,,,,,,,,16.0,,6434,36.53166311600124,barato
gpu,PowerColor Red Dragon Radeon RX 590 8 GB Video Card (AXRX 590 8GBD5-DHD),https://cdna.pcpartpicker.com/static/forever/images/product/31ffda16eabe2072b15c39266aa69fb7.256p.jpg,https://pcpartpicker.com/product/KFzkcf/powercolor-radeon-rx-590-8-gb-red-dragon-video-card-axrx-590-8gbd5-dhd,,,AMD,,,,,200.0,8.0,1080p,,,5062,253.85203603470822,barato
gpu,Palit GamingPro OC GeForce RTX 3080 12GB LHR 12 GB Video Card (NED3080S19KB-132AA),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/cpJgXL/palit-geforce-rtx-3080-12gb-lhr-12-gb-gamingpro-oc-video-card-ned3080s19kb-132aa,,,NVIDIA,,,,,320.0,12.0,4K,,,4651,514.0984677802159,caro
gpu,Gigabyte GV-R57-8GD-B Radeon RX 5700 8 GB Video Card (GV-R57-8GD-B),https://cdna.pcpartpicker.com/static/forever/images/product/559cf0b90ff305ed42d41b97c5a1a751.256p.jpg,https://pcpartpicker.com/product/mCJmP6/gigabyte-radeon-rx-5700-8-gb-video-card-gv-r57-8gd-b,,,AMD,,,,,200.0,8.0,1080p,,,5154,244.26932626251389,barato
storage,Gigabyte AORUS Gen4 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (GP-AG42TB),https://cdna.pcpartpicker.com/static/forever/images/product/f1d04ddc119681f7d307604553a03d9e.256p.jpg,https://pcpartpicker.com/product/KZMTwP/gigabyte-aorus-nvme-gen4-2-tb-m2-2280-nvme-solid-state-drive-gp-ag42tb,,NVME,,,,,,,,,,2000.0,12580,363.8467816409897,caro
motherboard,Biostar B660MX-E PRO Micro ATX LGA1700 Motherboard (B660MX-E PRO),https://m.media-amazon.com/images/I/41soz8OD06L.jpg,https://pcpartpicker.com/product/2gD7YJ/biostar-b660mx-e-pro-micro-atx-lga1700-motherboard-b660mx-e-pro,ATX,,Intel,LGA 1700,,,,,,,,,8482,121.33167542006821,barato
psu,Zalman 1250 Platinum 1250 W 80+ Platinum Certified Semi-modular ATX Power Supply (1250 Platinum),https://images-na.ssl-images-amazon.com/images/I/51oKzrRLSBL.jpg,https://pcpartpicker.com/product/8GphP6/zalman-power-supply-1250platinum,ATX,,,,,,,1250.0,,,,,11784,256.3004803544894,muy caro
cpu,Intel Core i5-7640X 4 GHz Quad-Core OEM/Tray Processor (CM8067702868730),https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,https://pcpartpicker.com/product/9jzZxr/intel-core-i5-7640x-40ghz-quad-core-oemtray-processor-cm8067702868730,,,Intel,LGA 1151,4.0,4.0,4.0,50.0,,,,,2477,367.71132090643516,intermedio
memory,TEAMGROUP T-Force Vulcan Z 8 GB (1 x 8 GB) DDR4-3200 CL16 Memory (TLZRD48G3200HC16C01),https://cdna.pcpartpicker.com/static/forever/images/product/8e72f3b993b7838efbf70c2cb090638d.256p.jpg,https://pcpartpicker.com/product/pTdxFT/team-t-force-vulcan-z-8-gb-1-x-8-gb-ddr4-3200-memory-tlzrd48g3200hc16c01,,DDR4,,,,,,,,,8.0,,6455,44.111469966098724,barato
storage,Corsair MP600 CORE XT 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (CSSD-F2000GBMP600CXT),https://cdna.pcpartpicker.com/static/forever/images/product/72ef56a7a1e4daa2e550a57f9abcc9f1.256p.jpg,https://pcpartpicker.com/product/Zwhv6h/corsair-mp600-core-xt-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600cxt,,NVME,,,,,,,,,,2000.0,12459,117.3895714217331,barato
motherboard,MSI H310M GAMING ARCTIC Micro ATX LGA1151 Motherboard (H310M GAMING ARCTIC),https://cdna.pcpartpicker.com/static/forever/images/product/dab242983892072c339fd3d709044c71.256p.jpg,https://pcpartpicker.com/product/4Zzkcf/msi-h310m-gaming-arctic-micro-atx-lga1151-motherboard-h310m-gaming-arctic,ATX,,Intel,LGA 1151,,,,,,,,,7470,98.26170729257785,barato
psu,Thermaltake Smart RGB 700 W 80+ Certified ATX Power Supply (PS-SPR-0700NHFAWU-1),https://images-na.ssl-images-amazon.com/images/I/41m%2BwApletL.jpg,https://pcpartpicker.com/product/RwVD4D/thermaltake-smart-rgb-700w-80-certified-atx-power-supply-ps-spr-0700nhfawu-1,ATX,,,,,,,700.0,,,,,10677,70.3918199105901,barato
gpu,GALAX EX Gamer White (1-Click OC) GeForce RTX 3070 LHR 8 GB Video Card (37NSL6MD2HBW),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/JwpzK8/galax-geforce-rtx-3070-lhr-8-gb-ex-gamer-white-1-click-oc-video-card-37nsl6md2hbw,,,NVIDIA,,,,,300.0,8.0,1440p,,,4359,698.6318298962472,caro
motherboard,Gigabyte B660 DS3H AC ATX LGA1700 Motherboard (B660 DS3H AC),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/VMgFf7/gigabyte-b660-ds3h-ac-atx-lga1700-motherboard-b660-ds3h-ac,ATX,,Intel,LGA 1700,,,,,,,,,8516,108.5777670818197,barato
motherboard,Gigabyte B550 AORUS MASTER ATX AM4 Motherboard (B550 AORUS MASTER),https://cdna.pcpartpicker.com/static/forever/images/product/cec2d887c119fe9f7ad215aa022938c8.256p.jpg,https://pcpartpicker.com/product/QN7p99/gigabyte-b550-aorus-master-atx-am4-motherboard-b550-aorus-master,ATX,,AMD,AM4,,,,,,,,,9093,118.04818466576839,barato
cpu,AMD Threadripper 1900X 3.8 GHz 8-Core Processor (YD190XA8AEWOF),https://cdna.pcpartpicker.com/static/forever/images/product/b68f29b453848519ea8bd70695cd027c.256p.jpg,https://pcpartpicker.com/product/BvgPxr/amd-threadripper-1900x-38ghz-8-core-processor-yd190xa8aewof,,,AMD,X399,3.8,8.0,16.0,180.0,,,,,2829,854.3890883306482,muy caro
storage,"Western Digital Black 1 TB 2.5"" 7200 RPM Internal Hard Drive (WD10SPSX)",https://cdna.pcpartpicker.com/static/forever/images/product/13f0b2b69fb2e8eaf9b02163190d56aa.256p.jpg,https://pcpartpicker.com/product/t2BhP6/western-digital-black-1-tb-25-7200rpm-internal-hard-drive-wd10spsx,,HDD,,,,,,,,,,1000.0,13450,140.42404968067524,barato
gpu,Asus STRIX GAMING GeForce RTX 3070 8 GB Video Card (ROG-STRIX-RTX3070-8G-GAMING),https://cdna.pcpartpicker.com/static/forever/images/product/693d3c3fcc04ccfc1cdf01f1974817c8.256p.jpg,https://pcpartpicker.com/product/CXwkcf/asus-geforce-rtx-3070-8-gb-strix-gaming-video-card-rog-strix-rtx3070-8g-gaming,,,NVIDIA,,,,,300.0,8.0,1440p,,,4301,612.4369665996838,caro
storage,"Western Digital Caviar Blue 1 TB 3.5"" 7200 RPM Internal Hard Drive (WD10EALS)",https://images-na.ssl-images-amazon.com/images/I/418L-TTF95L.jpg,https://pcpartpicker.com/product/VMH323/western-digital-internal-hard-drive-wd10eals,,HDD,,,,,,,,,,1000.0,13489,137.60646294175635,barato
psu,FSP Group HYPER K PRO 700 W 80+ Certified ATX Power Supply (HK-700),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/hWZXsY/fsp-group-hyper-k-pro-700-w-80-certified-atx-power-supply-hk-700,ATX,,,,,,,700.0,,,,,10684,50.37875181207495,barato
storage,Crucial MX200 250 GB M.2-2280 SATA Solid State Drive (CT250MX200SSD4),https://images-na.ssl-images-amazon.com/images/I/41o5AH4aGQL.jpg,https://pcpartpicker.com/product/HP648d/crucial-internal-hard-drive-ct250mx200ssd4,,NVME,,,,,,,,,,250.0,11907,131.69856673484924,barato
gpu,EVGA XC BLACK GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2061-KR),https://cdna.pcpartpicker.com/static/forever/images/product/980391ed1d95be081a001da4816899c4.256p.jpg,https://pcpartpicker.com/product/mCx2FT/evga-geforce-rtx-2060-6-gb-xc-black-gaming-video-card-06g-p4-2061-kr,,,NVIDIA,,,,,160.0,6.0,1080p,,,3304,362.69908602428893,intermedio
storage,"Western Digital Caviar Black 1 TB 3.5"" 7200 RPM Internal Hard Drive (WD1001FALS)",https://m.media-amazon.com/images/I/51jFNlWVeTL.jpg,https://pcpartpicker.com/product/KfLypg/western-digital-internal-hard-drive-wd1001fals,,HDD,,,,,,,,,,1000.0,13457,136.26306870289454,barato
psu,XFX P1-550S-XXBA 550 W 80+ Bronze Certified ATX Power Supply (P1-550S-XXBA),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/rtXfrH/xfx-power-supply-p1550sxxba,ATX,,,,,,,550.0,,,,,10190,78.30942167965858,barato
psu,Cooler Master V850 Gold i 850 W 80+ Gold Certified Fully Modular ATX Power Supply (MPZ-8501-AFAG-BUS),https://m.media-amazon.com/images/I/51dAianAwDL.jpg,https://pcpartpicker.com/product/d29wrH/cooler-master-v850-gold-i-850-w-80-gold-certified-fully-modular-atx-power-supply-mpz-8501-afag-bus,ATX,,,,,,,850.0,,,,,11226,187.70360181377038,caro
psu,Thermaltake Toughpower DPS G 750 W 80+ Gold Certified Fully Modular ATX Power Supply (PS-TPG-0750DPCGUS-1),https://m.media-amazon.com/images/I/511sXd46pEL.jpg,https://pcpartpicker.com/product/Jnckcf/thermaltake-power-supply-pstpg0750dpcgus1,ATX,,,,,,,750.0,,,,,11061,201.69022738847997,caro
memory,OLOy Blade RGB 64 GB (2 x 32 GB) DDR5-6400 CL32 Memory (ND5U3264320IRKDE),https://cdna.pcpartpicker.com/static/forever/images/product/3a4d59af0d9346fb0817aa88de6a4236.256p.jpg,https://pcpartpicker.com/product/xJV2FT/oloy-blade-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-nd5u3264320irkde,,DDR5,,,,,,,,,64.0,,6955,36.08651980788111,barato
psu,Cooler Master V Semi-Modular 550 W 80+ Gold Certified Semi-modular ATX Power Supply (RS-550-AMAA-G1),https://cdna.pcpartpicker.com/static/forever/images/product/686f579234d57c671e5e226e0442b7bd.256p.jpg,https://pcpartpicker.com/product/xnW9TW/cooler-master-vsm-550-w-80-gold-certified-semi-modular-atx-power-supply-rs-550-amaa-g1,ATX,,,,,,,550.0,,,,,10145,169.8189725405672,caro
memory,TEAMGROUP Elite Plus 16 GB (2 x 8 GB) DDR5-4800 CL40 Memory (TPSD516G4800HC40DC016),https://cdna.pcpartpicker.com/static/forever/images/product/58d5977c9b392f05f473cf5ef7acf905.256p.jpg,https://pcpartpicker.com/product/qtvdnQ/teamgroup-elite-plus-16-gb-2-x-8-gb-ddr5-4800-cl40-memory-tpsd516g4800hc40dc016,,DDR5,,,,,,,,,16.0,,6706,65.21633621095137,barato
memory,Mushkin Essentials 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (MES3U1609M8GX2),https://cdna.pcpartpicker.com/static/forever/images/product/b28331e0509866d24ebd6729f546b7af.256p.jpg,https://pcpartpicker.com/product/tQ648d/mushkin-memory-mes3u1609m8gx2,,DDR3,,,,,,,,,16.0,,5927,69.07694736118194,barato
gpu,MSI VENTUS XS GeForce GTX 1660 Ti 6 GB Video Card (GTX 1660 Ti VENTUS XS 6G),https://cdna.pcpartpicker.com/static/forever/images/product/86e2cf6ff659af0d02e72842572cb130.256p.jpg,https://pcpartpicker.com/product/9WHRsY/msi-geforce-gtx-1660-ti-6-gb-ventus-xs-video-card-gtx-1660-ti-ventus-xs-6g,,,NVIDIA,,,,,125.0,6.0,1080p,,,3116,239.01121877534305,barato
psu,Cooler Master Silent Pro Gold 1200 W 80+ Gold Certified Semi-modular ATX Power Supply (RSC00-80GAD3-US),https://m.media-amazon.com/images/I/41jDSPPbfWL.jpg,https://pcpartpicker.com/product/vktCmG/cooler-master-power-supply-rsc0080gad3us,ATX,,,,,,,1200.0,,,,,11720,179.2692693399921,caro
psu,EVGA 600 GD 600 W 80+ Gold Certified ATX Power Supply (100-GD-0600-V1),https://cdna.pcpartpicker.com/static/forever/images/product/88cf41a1004078b5dc6a0be2942e7ed4.256p.jpg,https://pcpartpicker.com/product/Xgwkcf/evga-600-gd-600-w-80-gold-certified-atx-power-supply-100-gd-0600-v1,ATX,,,,,,,600.0,,,,,10205,175.42547218990552,caro
gpu,Palit StormX GeForce GTX 1060 6GB 6 GB Video Card (NE51060015J9-1061F),https://cdna.pcpartpicker.com/static/forever/images/product/1c300d29d88dde4ddfe10ec9b05a308f.256p.jpg,https://pcpartpicker.com/product/kVs8TW/palit-geforce-gtx-1060-6gb-6gb-stormx-video-card-ne51060015j9-1061f,,,NVIDIA,,,,,125.0,6.0,1080p,,,3249,257.16674991522825,barato
motherboard,ASRock B560 Pro4 ATX LGA1200 Motherboard (B560 Pro4),https://cdna.pcpartpicker.com/static/forever/images/product/a6db53db17e0daae333dc2ab77f02b70.256p.jpg,https://pcpartpicker.com/product/QzYmP6/asrock-b560-pro4-atx-lga1200-motherboard-b560-pro4,ATX,,Intel,LGA 1200,,,,,,,,,7945,59.699448805082326,barato
psu,Super Flower Golden Silent 500 W 80+ Platinum Certified Semi-modular Fanless ATX Power Supply (SF-500P14FG),https://images-na.ssl-images-amazon.com/images/I/51r4TYmkI8L.jpg,https://pcpartpicker.com/product/TFw323/super-flower-power-supply-sf500p14fg,ATX,,,,,,,500.0,,,,,9931,178.49017699063114,caro
gpu,MSI AERO ITX GeForce GTX 1050 Ti 4 GB Video Card (GTX 1050 Ti AERO ITX 4G OC),https://cdna.pcpartpicker.com/static/forever/images/product/37a2c53b2f511452c1f5f91f711caea8.256p.jpg,https://pcpartpicker.com/product/x7Jkcf/msi-geforce-gtx-1050-ti-4gb-video-card-gtx-1050-ti-aero-itx-4g-oc,,,NVIDIA,,,,,75.0,4.0,1080p,,,2988,219.09859261203363,barato
gpu,PNY Blower GeForce RTX 2080 Ti 11 GB Video Card (VCG2080T11BLPPB),https://m.media-amazon.com/images/I/41TgsS29GdL.jpg,https://pcpartpicker.com/product/8Wyqqs/pny-geforce-rtx-2080-ti-11-gb-blower-video-card-vcg2080t11blppb,,,NVIDIA,,,,,250.0,11.0,1080p,,,3966,463.95488416660953,intermedio
storage,Intel Pro 6000p 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (SSDPEKKF010T7X1),https://cdna.pcpartpicker.com/static/forever/images/product/fec0f6f934dea7f74ff061d6f84d47c5.256p.jpg,https://pcpartpicker.com/product/B2yxFT/intel-pro-6000p-1tb-m2-2280-solid-state-drive-ssdpekkf010t7x1,,NVME,,,,,,,,,,1000.0,12338,132.95983021296144,barato
storage,PNY CS2130 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (M280CS2130-1TB-RB),https://cdna.pcpartpicker.com/static/forever/images/product/90346f63f185db867fe9f5a2ed9433d9.256p.jpg,https://pcpartpicker.com/product/KpsnTW/pny-cs2130-1-tb-m2-2280-nvme-solid-state-drive-m280cs2130-1tb-rb,,NVME,,,,,,,,,,1000.0,12281,368.49430835872795,caro
storage,ADATA XPG GAMMIX S11 Pro 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (AGAMMIXS11P-2TT-C),https://m.media-amazon.com/images/I/31m-HD-qlsL.jpg,https://pcpartpicker.com/product/hWfFf7/adata-xpg-gammix-s11-pro-2-tb-m2-2280-nvme-solid-state-drive-agammixs11p-2tt-c,,NVME,,,,,,,,,,2000.0,12567,61.47033825010667,barato
